,#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
1321,,MMRNR10476,EXC_BOTH_C00725[s], <=> lipoic acid[s],,,,0.0,,,,Exchange reactions,,,,
1322,,MMRNR10746,EXC_BOTH_C03990[s], <=> lithocholate[s],,,,0.0,,,,Exchange reactions,,,,
1323,,MMRNR10631,EXC_BOTH_C05951[s], <=> LTD4[s],,,,0.0,,,,Exchange reactions,,,,
1324,,MMRNR10702,EXC_BOTH_Cx1212[s], <=> maltodecaose[s],,,,0.0,,,,Exchange reactions,,,,
1325,,MMRNR10634,EXC_BOTH_C00208[s], <=> maltose[s],,,,0.0,,,,Exchange reactions,,,,
1326,,MMRNR10635,EXC_BOTH_C01835[s], <=> maltotriose[s],,,,0.0,,,,Exchange reactions,,,,
1327,,MMRNR10454,EXC_BOTH_C00159[s], <=> mannose[s],,,,0.0,,,,Exchange reactions,,,,
1328,,MMRNR10447,EXC_BOTH_G00019[s], <=> n2m2nmasn[s],,,,0.0,,,,Exchange reactions,,,,
1329,,MMRNR10409,EXC_BOTH_C01330[s], <=> Na+[s],,,,0.0,,,,Exchange reactions,,,,
1330,,MMRNR10640,EXC_BOTH_C00003[s], <=> NAD+[s],,,,0.5,,,,Exchange reactions,,,,
1331,,MMRNR10641,EXC_BOTH_C00006[s], <=> NADP+[s],,,,0.5,,,,Exchange reactions,,,,
1332,,MMRNR10373,EXC_BOTH_C00829[s], <=> naphthalene[s],,,,0.0,,,,Exchange reactions,,,,
1333,,MMRNR10789,EXC_BOTH_m2[s], <=> NEFA blood pool in[s],,,,0.0,,,,Exchange reactions,,,,
1334,,MMRNR10404,EXC_BOTH_C00014[s], <=> NH3[s],,,,0.0,,,,Exchange reactions,,,,
1335,,MMRNR10642,EXC_BOTH_C00153[s], <=> nicotinamide[s],,,,0.0,,,,Exchange reactions,,,,
1336,,MMRNR10387,EXC_BOTH_C01601[s], <=> nonanoic acid[s],,,,0.0,,,,Exchange reactions,,,,
1337,,MMRNR10420,EXC_BOTH_C00547[s], <=> noradrenaline[s],,,,0.0,,,,Exchange reactions,,,,
1338,,MMRNR10647,EXC_BOTH_C00704[s], <=> O2-[s],,,,0.0,,,,Exchange reactions,,,,
1339,,MMRNR10386,EXC_BOTH_C06423[s], <=> octanoic acid[s],,,,0.0,,,,Exchange reactions,,,,
1340,,MMRNR10650,EXC_BOTH_C07324[s], <=> omeprazole[s],,,,0.0,,,,Exchange reactions,,,,
1341,,MMRNR10415,EXC_BOTH_C00077[s], <=> ornithine[s],,,,0.0,,,,Exchange reactions,,,,
1342,,MMRNR10474,EXC_BOTH_C00209[s], <=> oxalate[s],,,,0.0,,,,Exchange reactions,,,,
1343,,MMRNR10446,EXC_BOTH_G00018[s], <=> PA6[s],,,,0.0,,,,Exchange reactions,,,,
1344,,MMRNR10675,EXC_BOTH_C07394[s], <=> paclitaxel[s],,,,0.0,,,,Exchange reactions,,,,
1345,,MMRNR10510,EXC_BOTH_Cx1270[s], <=> pentaglutamyl-folate(DHF)[s],,,,0.0,,,,Exchange reactions,,,,
1346,,MMRNR10513,EXC_BOTH_Cx1271[s], <=> pentaglutamyl-folate(THF)[s],,,,0.0,,,,Exchange reactions,,,,
1347,,MMRNR10403,EXC_BOTH_C00009[s], <=> Pi[s],,,,0.0,,,,Exchange reactions,,,,
1348,,MMRNR10426,EXC_BOTH_C00870[s], <=> PNP[s],,,,0.0,,,,Exchange reactions,,,,
1349,,MMRNR10399,EXC_BOTH_C00148[s], <=> proline[s],,,,0.516521739130434,,,,Exchange reactions,,,,
1350,,MMRNR10382,EXC_BOTH_C00163[s], <=> propanoate[s],,,,0.0,,,,Exchange reactions,,,,
1351,,MMRNR10751,EXC_BOTH_C04686[s], <=> prostaglandin C1[s],,,,0.0,,,,Exchange reactions,,,,
1352,,MMRNR10656,EXC_BOTH_C00696[s], <=> prostaglandin D2[s],,,,0.0,,,,Exchange reactions,,,,
1353,,MMRNR10657,EXC_BOTH_C04741[s], <=> prostaglandin E1[s],,,,0.0,,,,Exchange reactions,,,,
1354,,MMRNR10658,EXC_BOTH_C00584[s], <=> prostaglandin E2[s],,,,0.0,,,,Exchange reactions,,,,
1355,,MMRNR10754,EXC_BOTH_C06439[s], <=> prostaglandin E3[s],,,,0.0,,,,Exchange reactions,,,,
1356,,MMRNR10749,EXC_BOTH_C06475[s], <=> prostaglandin F1alpha[s],,,,0.0,,,,Exchange reactions,,,,
1357,,MMRNR10659,EXC_BOTH_C00639[s], <=> prostaglandin F2alpha[s],,,,0.0,,,,Exchange reactions,,,,
1358,,MMRNR10660,EXC_BOTH_C00534[s], <=> pyridoxamine[s],,,,0.0,,,,Exchange reactions,,,,
1359,,MMRNR10457,EXC_BOTH_C00314[s], <=> pyridoxine[s],,,,0.0,,,,Exchange reactions,,,,
1360,,MMRNR10663,EXC_BOTH_C00777[s], <=> retinoate[s],,,,0.0,,,,Exchange reactions,,,,
1361,,MMRNR10682,EXC_BOTH_C07639[s], <=> reverse triiodthyronine[s],,,,0.0,,,,Exchange reactions,,,,
1362,,MMRNR10662,EXC_BOTH_C00474[s], <=> ribitol[s],,,,0.0,,,,Exchange reactions,,,,
1363,,MMRNR10456,EXC_BOTH_C00255[s], <=> riboflavin[s],,,,0.5,,,,Exchange reactions,,,,
1364,,MMRNR10478,EXC_BOTH_C05697[s], <=> selenate[s],,,,0.0,,,,Exchange reactions,,,,
1365,,MMRNR10790,EXC_OUT_C00065[s],serine[s] =>,,,,,,,,Exchange reactions,,,,
1366,,MMRNR10400,EXC_BOTH_C00065[s], <=> serine[s],,,,0.265714285714285,,,,Exchange reactions,,,,
1367,,MMRNR10669,EXC_BOTH_C00780[s], <=> serotonin[s],,,,0.0,,,,Exchange reactions,,,,
1368,,MMRNR10741,EXC_BOTH_C00750[s], <=> spermine[s],,,,0.0,,,,Exchange reactions,,,,
1369,,MMRNR10668,EXC_BOTH_C06124[s], <=> sphingosine-1-phosphate[s],,,,0.0,,,,Exchange reactions,,,,
1370,,MMRNR10670,EXC_BOTH_Cx1322[s], <=> starch structure 1[s],,,,0.0,,,,Exchange reactions,,,,
1371,,MMRNR10671,EXC_BOTH_Cx1323[s], <=> starch structure 2[s],,,,2.587562,,,,Exchange reactions,,,,
1372,,MMRNR10672,EXC_BOTH_C00042[s], <=> succinate[s],,,,0.0,,,,Exchange reactions,,,,
1373,,MMRNR10673,EXC_BOTH_C00089[s], <=> sucrose[s],,,,0.959308669530655,,,,Exchange reactions,,,,
1374,,MMRNR10405,EXC_BOTH_C00059[s], <=> sulfate[s],,,,0.0,,,,Exchange reactions,,,,
1375,,MMRNR10750,EXC_BOTH_C11301[s], <=> sulfoglycolithocholate[s],,,,0.0,,,,Exchange reactions,,,,
1376,,MMRNR10745,EXC_BOTH_C03642[s], <=> sulfotaurolithocholate[s],,,,0.0,,,,Exchange reactions,,,,
1377,,MMRNR10674,EXC_BOTH_C00245[s], <=> taurine[s],,,,0.0,,,,Exchange reactions,,,,
1378,,MMRNR10556,EXC_BOTH_C05465[s], <=> taurochenodeoxycholate[s],,,,0.0,,,,Exchange reactions,,,,
1379,,MMRNR10554,EXC_BOTH_C05122[s], <=> taurocholate[s],,,,0.0,,,,Exchange reactions,,,,
1380,,MMRNR10685,EXC_BOTH_C11134[s], <=> testosterone glucuronide[s],,,,0.0,,,,Exchange reactions,,,,
1381,,MMRNR10676,EXC_BOTH_C00101[s], <=> THF[s],,,,0.5,,,,Exchange reactions,,,,
1382,,MMRNR10429,EXC_BOTH_C01081[s], <=> thiamin-P[s],,,,0.0,,,,Exchange reactions,,,,
1383,,MMRNR10430,EXC_BOTH_C03028[s], <=> thiamin-PPP[s],,,,0.0,,,,Exchange reactions,,,,
1384,,MMRNR10470,EXC_BOTH_C00378[s], <=> thiamin[s],,,,0.0,,,,Exchange reactions,,,,
1385,,MMRNR10678,EXC_BOTH_C00214[s], <=> thymidine[s],,,,1.0,,,,Exchange reactions,,,,
1386,,MMRNR10679,EXC_BOTH_C01829[s], <=> thyroxine[s],,,,0.0,,,,Exchange reactions,,,,
1387,,MMRNR10680,EXC_BOTH_C07148[s], <=> tolbutamide[s],,,,0.0,,,,Exchange reactions,,,,
1388,,MMRNR10681,EXC_BOTH_C02465[s], <=> triiodothyronine[s],,,,0.0,,,,Exchange reactions,,,,
1389,,MMRNR10395,EXC_BOTH_C00082[s], <=> tyrosine[s],,,,0.140883977900552,,,,Exchange reactions,,,,
1390,,MMRNR10689,EXC_BOTH_C00015[s], <=> UDP[s],,,,0.0,,,,Exchange reactions,,,,
1391,,MMRNR10690,EXC_BOTH_C00105[s], <=> UMP[s],,,,0.0,,,,Exchange reactions,,,,
1392,,MMRNR10389,EXC_BOTH_Cx1379[s], <=> undecylic acid[s],,,,0.0,,,,Exchange reactions,,,,
1393,,MMRNR10692,EXC_BOTH_C00086[s], <=> urea[s],,,,0.0,,,,Exchange reactions,,,,
1394,,MMRNR10693,EXC_BOTH_C00299[s], <=> uridine[s],,,,0.0,,,,Exchange reactions,,,,
1395,,MMRNR10694,EXC_BOTH_C00075[s], <=> UTP[s],,,,0.0,,,,Exchange reactions,,,,
1396,,MMRNR10383,EXC_BOTH_C00803[s], <=> valeric acid[s],,,,0.0,,,,Exchange reactions,,,,
1397,,MMRNR10695,EXC_BOTH_C05441[s], <=> vitamin D2[s],,,,0.0,,,,Exchange reactions,,,,
1398,,MMRNR10703,EXC_BOTH_C00700[s], <=> XTP[s],,,,0.0,,,,Exchange reactions,,,,
1399,,MMRNR10370,EXC_IN_C06198[n], <=> UppppU[n],,,,0.0,,,,Exchange reactions,,,,
1400,,MMRNR10458,EXC_BOTH_C00864[s], <=> pantothenate[s],,,,0.0,,,,Exchange reactions,,,,
1401,,MMRNR10483,EXC_BOTH_Cx987[s], <=> glycophosphatidylinositol-(GPI)-anchored-protein-precursor_XY[s],,,,0.0,,,,Exchange reactions,,,,
1402,,MMRNR10696,EXC_BOTH_Cx1384[s], <=> glycophosphatidylinositol-(GPI)-anchored-protein-precursor_XY[s],,,,0.0,,,,Exchange reactions,,,,
1403,,MMRNR10706,EXC_BOTH_C04373[s], <=> 3Alpha-Hydroxy-5Beta-Androstan-17-One[s],,,,0.0,,,,Exchange reactions,,,,
1404,,MMRNR10791,EXC_BOTH_C02679[s], <=> lauric acid[s],,,,0.0760042292796746,,,,Exchange reactions,,,,
1405,,MMRNR10792,EXC_BOTH_C06424[s], <=> myristic acid[s],,,,0.0666678635500407,,,,Exchange reactions,,,,
1406,,MMRNR10793,EXC_BOTH_C00249[s], <=> palmitate[s],,,,0.059372928284522,,,,Exchange reactions,,,,
1407,,MMRNR10794,EXC_BOTH_C01530[s], <=> stearate[s],,,,0.0535187007874015,,,,Exchange reactions,,,,
1408,,MMRNR10795,EXC_BOTH_Cx672[s], <=> 7-palmitoleic acid[s],,,,0.0632050626940765,,,,Exchange reactions,,,,
1409,,MMRNR10796,EXC_BOTH_Cx9[s], <=> (13Z)-eicosenoic acid[s],,,,0.0517857717947892,,,,Exchange reactions,,,,
1410,,MMRNR10797,EXC_BOTH_Cx11[s], <=> (13Z)-octadecenoic acid[s],,,,0.0569263992636386,,,,Exchange reactions,,,,
1411,,MMRNR10798,EXC_BOTH_Cx1261[s], <=> omega-3-arachidonic acid[s],,,,0.00689730148006236,,,,Exchange reactions,,,,
1412,,MMRNR10743,EXC_BOTH_C00182[s], <=> glycogen[s],,,,0.0,,,,Exchange reactions,,,,
1413,,MMRNR10799,SINK_BOTH_Cx1003[c], <=> heneicosanoylcarnitine[c],,,,0.1,,,,Exchange reactions,,,,
1414,,MMRNR10757,EXC_BOTH_m49[l], <=> cholesterol-ester pool[l] ,,,,0.5,,,,Exchange reactions,,,,
1415,,MMRNR10800,EXC_OUT_ATP,ATP[s] => ,,,,,,,,Exchange reactions,,,,
1416,,EXC_OUT_Biomass,EXC_OUT_Biomass,biomass[s] => ,,,,,,,,Exchange reactions,,,,
1417,,EXC_OUT_Lipid_pool_biomass,EXC_OUT_Lipid_pool_biomass,lipid_pool_biomass[c] => ,,,,,,,,Exchange reactions,,,,
1418,,EXC_OUT_Protein_pool_biomass,EXC_OUT_Protein_pool_biomass,protein_pool_biomass[c] => ,,,,,,,,Exchange reactions,,,,
1419,,EXC_OUT_Nucleotide_pool_biomass,EXC_OUT_Nucleotide_pool_biomass,nucleotide_pool_biomass[c] => ,,,,,,,,Exchange reactions,,,,
1420,,EXC_OUT_cofactors_vitamins,EXC_OUT_cofactors_vitamins,cofactors and vitamins[c] => ,,,,,,,,Exchange reactions,,,,
1421,,EXC_OUT_glycogen,EXC_OUT_glycogen,glycogen_pool_biomass[c] => ,,,,,,,,Exchange reactions,,,,
1422,,MMRNR10762,, => LDL[s],,,,0.1,,,,Exchange reactions,,,,
1423,,MMRNR10763,, => VLDL[s],,,,0.0,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1424,,MMRNR10801,, => HDL[s],,,,0.0,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1425,,MMRNR10764,, => VLDL remnant[s],,,,0.0,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1426,,MMRNR10802,, => HDL remnant[s],,,,0.0,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1427,,MMRNR10765,, => LDL remnant[s],,,,0.0,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1428,,MMRNR10766,,VLDL[r] => ,,,,,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1429,,MMRNR10803,,HDL[r] => ,,,,,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1430,,MMRNR10767,,LDL[r] => ,,,,,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1431,,MMRNR10768,,VLDL remnant[s] => ,,,,,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1432,,MMRNR10804,,HDL remnant[s] => ,,,,,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1433,,MMRNR10769,,LDL remnant[s] => ,,,,,,,,Exchange reactions,,Added via addRxnsGenesMets for lipid metabolism,,0.0
1434,,MMRNR02116,R_HMR_0393,"12,15,18,21-tetracosatetraenoic acid[c] + ATP[c] + CoA[c] <=> 12,15,18,21-tetracosatetraenoyl-CoA[c] + AMP[c] + PPi[c]",,ENSMUSG00000032281 or ENSMUSG00000024207 or ENSMUSG00000018796 or ENSMUSG00000032883 or ENSMUSG00000031278 or ENSMUSG00000024981 or ENSMUSG00000020333 or ENSMUSG00000027359,,,,,,Fatty acid oxidation,,,,
1435,,MMRNR02110,R_HMR_0345,AMP[c] + hexacosenoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + ximenic acid[c],,ENSMUSG00000032281 or ENSMUSG00000024207 or ENSMUSG00000018796 or ENSMUSG00000032883 or ENSMUSG00000031278 or ENSMUSG00000024981 or ENSMUSG00000020333 or ENSMUSG00000027359,,,,,,Fatty acid oxidation,,,,
1436,,MMRNR02240,R_HMR_2309,"3(S)-hydroxy-11-cis-eicosenoyl-CoA[c] => H2O[c] + trans,cis-2,11-eicosadienoyl-CoA[c]",,ENSMUSG00000025868 or ENSMUSG00000028497 or ENSMUSG00000033629 or ENSMUSG00000035376 or ENSMUSG00000063275,,,,,,Fatty acid biosynthesis,,,,
1437,,MMRNR02241,R_HMR_2311,"H+[c] + NADPH[c] + trans,cis-2,11-eicosadienoyl-CoA[c] => (11Z)-eicosenoyl-CoA[c] + NADP+[c]",,ENSMUSG00000031708,,,,,,Fatty acid biosynthesis,,,,
1438,,MMRNR02242,R_HMR_2315,(11Z)-eicosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-13cis-docosenoyl-CoA[c] + CO2[c] + CoA[c],,ENSMUSG00000006390 or ENSMUSG00000021364 or ENSMUSG00000021696 or ENSMUSG00000032349 or ENSMUSG00000038754 or ENSMUSG00000041220,,,,,,Fatty acid biosynthesis,,,,
1439,,MMRNR02243,R_HMR_2317,3-oxo-13cis-docosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-13-cis-docosenoyl-CoA[c] + NADP+[c],,ENSMUSG00000027195,,,,,,Fatty acid biosynthesis,,,,
1440,,MMRNR02244,R_HMR_2319,"3(S)-hydroxy-13-cis-docosenoyl-CoA[c] => H2O[c] + trans,cis-2,13-docosadienoyl-CoA[c]",,ENSMUSG00000025868 or ENSMUSG00000028497 or ENSMUSG00000033629 or ENSMUSG00000035376 or ENSMUSG00000063275,,,,,,Fatty acid biosynthesis,,,,
1441,,MMRNR02245,R_HMR_2321,"H+[c] + NADPH[c] + trans,cis-2,13-docosadienoyl-CoA[c] => (13Z)-docosenoyl-CoA[c] + NADP+[c]",,ENSMUSG00000031708,,,,,,Fatty acid biosynthesis,,,,
1442,,MMRNR02246,R_HMR_2324,(13Z)-docosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-cis-15-tetracosaenoyl-CoA[c] + CO2[c] + CoA[c],,ENSMUSG00000006390 or ENSMUSG00000021364 or ENSMUSG00000021696 or ENSMUSG00000032349 or ENSMUSG00000038754 or ENSMUSG00000041220,,,,,,Fatty acid biosynthesis,,,,
1443,,MMRNR02247,R_HMR_2326,3-oxo-cis-15-tetracosaenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[c] + NADP+[c],,ENSMUSG00000027195,,,,,,Fatty acid biosynthesis,,,,
1444,,MMRNR02248,R_HMR_2328,"3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[c] => H2O[c] + trans,cis-2,15-tetracosadienoyl-CoA[c]",,ENSMUSG00000025868 or ENSMUSG00000028497 or ENSMUSG00000033629 or ENSMUSG00000035376 or ENSMUSG00000063275,,,,,,Fatty acid biosynthesis,,,,
1445,,MMRNR02249,R_HMR_2330,"H+[c] + NADPH[c] + trans,cis-2,15-tetracosadienoyl-CoA[c] => (15Z)-tetracosenoyl-CoA[c] + NADP+[c]",,ENSMUSG00000031708,,,,,,Fatty acid biosynthesis,,,,
1446,,MMRNR02250,R_HMR_2332,(15Z)-tetracosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-hexacosenoyl-CoA[c] + CO2[c] + CoA[c],,ENSMUSG00000006390 or ENSMUSG00000021364 or ENSMUSG00000021696 or ENSMUSG00000032349 or ENSMUSG00000038754 or ENSMUSG00000041220,,,,,,Fatty acid biosynthesis,,,,
1447,,MMRNR02251,R_HMR_2334,3-oxo-hexacosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-hexacosenoyl-CoA[c] + NADP+[c],,ENSMUSG00000027195,,,,,,Fatty acid biosynthesis,,,,
1448,,MMRNR02252,R_HMR_2336,"3(S)-hydroxy-hexacosenoyl-CoA[c] => H2O[c] + trans,cis-2,17-hexacosadienoyl-CoA[c]",,ENSMUSG00000025868 or ENSMUSG00000028497 or ENSMUSG00000033629 or ENSMUSG00000035376 or ENSMUSG00000063275,,,,,,Fatty acid biosynthesis,,,,
1449,,MMRNR02253,R_HMR_2338,"H+[c] + NADPH[c] + trans,cis-2,17-hexacosadienoyl-CoA[c] => hexacosenoyl-CoA[c] + NADP+[c]",,ENSMUSG00000031708,,,,,,Fatty acid biosynthesis,,,,
1450,,MMRNR02254,R_HMR_2342,cis-vaccenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-13-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c],,ENSMUSG00000006390 or ENSMUSG00000021364 or ENSMUSG00000021696 or ENSMUSG00000032349 or ENSMUSG00000038754 or ENSMUSG00000041220,,,,,,Fatty acid biosynthesis,,,,
1451,,MMRNR02255,R_HMR_2343,3-oxo-13-cis-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-13-cis-eicosenoyl-CoA[c] + NADP+[c],,ENSMUSG00000027195,,,,,,Fatty acid biosynthesis,,,,
1452,,MMRNR02256,R_HMR_2344,"3(S)-hydroxy-13-cis-eicosenoyl-CoA[c] => H2O[c] + trans,cis-2,13-eicosadienoyl-CoA[c]",,ENSMUSG00000025868 or ENSMUSG00000028497 or ENSMUSG00000033629 or ENSMUSG00000035376 or ENSMUSG00000063275,,,,,,Fatty acid biosynthesis,,,,
1453,,MMRNR02257,R_HMR_2345,"H+[c] + NADPH[c] + trans,cis-2,13-eicosadienoyl-CoA[c] => (13Z)-eicosenoyl-CoA[c] + NADP+[c]",,ENSMUSG00000031708,,,,,,Fatty acid biosynthesis,,,,
1454,,MMRNR02258,R_HMR_2347,(7Z)-octadecenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-9-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c],,ENSMUSG00000006390 or ENSMUSG00000021364 or ENSMUSG00000021696 or ENSMUSG00000032349 or ENSMUSG00000038754 or ENSMUSG00000041220,,,,,,Fatty acid biosynthesis,,,,
1455,,MMRNR02259,R_HMR_2348,3-oxo-9-cis-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-9-cis-eicosenoyl-CoA[c] + NADP+[c],,ENSMUSG00000027195,,,,,,Fatty acid biosynthesis,,,,
1456,,MMRNR02260,R_HMR_2349,"3(S)-hydroxy-9-cis-eicosenoyl-CoA[c] => H2O[c] + trans,cis-2,9-eicosadienoyl-CoA[c]",,ENSMUSG00000025868 or ENSMUSG00000028497 or ENSMUSG00000033629 or ENSMUSG00000035376 or ENSMUSG00000063275,,,,,,Fatty acid biosynthesis,,,,
1457,,MMRNR02261,R_HMR_2350,"H+[c] + NADPH[c] + trans,cis-2,9-eicosadienoyl-CoA[c] => 9-eicosenoyl-CoA[c] + NADP+[c]",,ENSMUSG00000031708,,,,,,Fatty acid biosynthesis,,,,
1458,,MMRNR02262,R_HMR_2353,9-eicosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-11cis-docosenoyl-CoA[c] + CO2[c] + CoA[c],,ENSMUSG00000006390 or ENSMUSG00000021364 or ENSMUSG00000021696 or ENSMUSG00000032349 or ENSMUSG00000038754 or ENSMUSG00000041220,,,,,,Fatty acid biosynthesis,,,,
1459,,MMRNR02263,R_HMR_2354,3-oxo-11cis-docosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-11-cis-docosenoyl-CoA[c] + NADP+[c],,ENSMUSG00000027195,,,,,,Fatty acid biosynthesis,,,,
1460,,MMRNR02264,R_HMR_2355,"3(S)-hydroxy-11-cis-docosenoyl-CoA[c] => H2O[c] + trans,cis-2,11-docosadienoyl-CoA[c]",,ENSMUSG00000025868 or ENSMUSG00000028497 or ENSMUSG00000033629 or ENSMUSG00000035376 or ENSMUSG00000063275,,,,,,Fatty acid biosynthesis,,,,
1461,,MMRNR02265,R_HMR_2356,"H+[c] + NADPH[c] + trans,cis-2,11-docosadienoyl-CoA[c] => (11Z)-docosenoyl-CoA[c] + NADP+[c]",,ENSMUSG00000031708,,,,,,Fatty acid biosynthesis,,,,
1462,,MMRNR02266,R_HMR_2361,"(6Z,9Z)-octadecadienoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-eicosadienoyl-CoA[c] + CO2[c] + CoA[c]",,ENSMUSG00000006390 or ENSMUSG00000021364 or ENSMUSG00000021696 or ENSMUSG00000032349 or ENSMUSG00000038754 or ENSMUSG00000041220,,,,,,Fatty acid biosynthesis,,,,
1463,,MMRNR02267,R_HMR_2362,3-oxo-eicosadienoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-3-oxo-eicosadienoyl-CoA[c] + NADP+[c],,ENSMUSG00000027195,,,,,,Fatty acid biosynthesis,,,,
1464,,MMRNR02268,R_HMR_2363,"3(S)-hydroxy-3-oxo-eicosadienoyl-CoA[c] => H2O[c] + trans,cis-2,8,11-eicosatrienoyl-CoA[c]",,ENSMUSG00000025868 or ENSMUSG00000028497 or ENSMUSG00000033629 or ENSMUSG00000035376 or ENSMUSG00000063275,,,,,,Fatty acid biosynthesis,,,,
1465,,MMRNR02269,R_HMR_2364,"H+[c] + NADPH[c] + trans,cis-2,8,11-eicosatrienoyl-CoA[c] => (8Z,11Z)-eicosadienoyl-CoA[c] + NADP+[c]",,ENSMUSG00000031708,,,,,,Fatty acid biosynthesis,,,,
1466,,MMRNR02270,R_HMR_2281,H+[c] + myristoyl-CoA[c] + NADPH[c] + O2[c] => (9E)-tetradecenoyl-CoA[c] + 2 H2O[c] + NADP+[c],,ENSMUSG00000025203,,,,,,Fatty acid desaturation,,,,
1467,,MMRNR02271,R_HMR_2282,H+[c] + myristoyl-CoA[c] + NADPH[c] + O2[c] => (7Z)-tetradecenoyl-CoA[c] + 2 H2O[c] + NADP+[c],,ENSMUSG00000025203,,,,,,Fatty acid desaturation,,,,
1468,,MMRNR02272,R_HMR_2284,H+[c] + myristoyl-CoA[c] + NADPH[c] + O2[c] => 5-tetradecenoyl-CoA[c] + 2 H2O[c] + NADP+[c],,ENSMUSG00000025203,,,,,,Fatty acid desaturation,,,,
1469,,MMRNR02273,R_HMR_2286,H+[c] + NADPH[c] + O2[c] + palmitoyl-CoA[c] => 2 H2O[c] + NADP+[c] + palmitoleoyl-CoA[c],,ENSMUSG00000025203,,,,,,Fatty acid desaturation,,,,
1470,,MMRNR02274,R_HMR_2287,H+[c] + NADPH[c] + O2[c] + palmitoyl-CoA[c] => 7-hexadecenoyl-CoA[c] + 2 H2O[c] + NADP+[c],,ENSMUSG00000025203,,,,,,Fatty acid desaturation,,,,
1471,,MMRNR02275,R_HMR_2292,H+[c] + NADPH[c] + O2[c] + stearoyl-CoA[c] => (13Z)-octadecenoyl-CoA[c] + 2 H2O[c] + NADP+[c],,ENSMUSG00000025203,,,,,,Fatty acid desaturation,,,,
1472,,MMRNR02276,R_HMR_2293,H+[c] + NADPH[c] + O2[c] + stearoyl-CoA[c] => cis-vaccenoyl-CoA[c] + 2 H2O[c] + NADP+[c],,ENSMUSG00000025203,,,,,,Fatty acid desaturation,,,,
1473,,MMRNR02277,R_HMR_2294,H+[c] + NADPH[c] + O2[c] + stearoyl-CoA[c] => 2 H2O[c] + NADP+[c] + oleoyl-CoA[c],,ENSMUSG00000025203 or ENSMUSG00000044788,,,,,,Fatty acid desaturation,,,,
1474,,MMRNR02278,R_HMR_2295,H+[c] + NADPH[c] + O2[c] + stearoyl-CoA[c] => (9E)-octadecenoyl-CoA[c] + 2 H2O[c] + NADP+[c],,ENSMUSG00000025203,,,,,,Fatty acid desaturation,,,,
1475,,MMRNR02279,R_HMR_2296,H+[c] + NADPH[c] + O2[c] + stearoyl-CoA[c] => (7Z)-octadecenoyl-CoA[c] + 2 H2O[c] + NADP+[c],,ENSMUSG00000025203,,,,,,Fatty acid desaturation,,,,
1476,,MMRNR02280,R_HMR_2359,"H+[c] + NADPH[c] + O2[c] + oleoyl-CoA[c] => (6Z,9Z)-octadecadienoyl-CoA[c] + 2 H2O[c] + NADP+[c]",,ENSMUSG00000010663 or ENSMUSG00000024664 or ENSMUSG00000024665,,,,,,Fatty acid desaturation,,,,
1477,,MMRNR02281,R_HMR_2365,"(8Z,11Z)-eicosadienoyl-CoA[c] + H+[c] + NADPH[c] + O2[c] => (5Z,8Z,11Z)-eicosatrienoyl-CoA[c] + 2 H2O[c] + NADP+[c]",,ENSMUSG00000010663 or ENSMUSG00000024664 or ENSMUSG00000024665,,,,,,Fatty acid desaturation,,,,
