MMRN_index,#,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE,rxnKEGGID,rxnMetaNetXID,rxnREACTOMEID,rxnRheaID,rxnRheaMasterID,rxnBiGGID,rxnRheaFinal,rxnSBOTerms,ECNumber,RetiredID
MMRNR01499,,Lathosterol Oxidase,"5Alpha-Cholest-7-En-3Beta-Ol[r] + H+[r] + NADPH[r] + O2[r] => Cholesta-5,7-Dien-3Beta-Ol[r] + 2 H2O[r] + NADP+[r]",1.3.3.2,ENSMUSG00000028240,,,,,bigg.reaction/LSTO2r;vmhreaction/LSTO2r;metanetx.reaction/MNXR101245;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,MNXR101245,nan,nan,nan,LSTO2r,,SBO:0000176,1.3.3.2,LSTO2r
MMRNR01500,,Mevalonate Kinase (ATP),(R)-mevalonate[p] + ATP[p] => (R)-5-Phosphonatomevalonate[p] + Adenosine Diphosphate[p] + H+[p],2.7.1.36,,,,,,bigg.reaction/MEVK1x;vmhreaction/MEVK1x;metanetx.reaction/MNXR101495;rhea/17066;rhea/17065;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,MNXR101495,nan,RHEA:17066,RHEA:17065,MEVK1x,17066; 17065,SBO:0000176,2.7.1.36,MEVK1x
MMRNR01501,,Sterol O-Acyltransferase (Acyl-Coenzyme A: Cholesterol Acyltransferase) 1,cholesterol[c] + R Group 1 Coenzyme A[c] => Cholesterol Ester[c] + CoA[c],2.4.99.9,ENSMUSG00000026600,,,,,,Cholesterol metabolism,,,,2.0,,,,,,,,,2.4.99.9,SOAT11
MMRNR01502,,Sterol O-Acyltransferase (Acyl-Coenzyme A: Cholesterol Acyltransferase) 1,cholesterol[r] + R Group 1 Coenzyme A[r] => Cholesterol Ester[r] + CoA[r],2.4.99.9,ENSMUSG00000026600,,,,,,Cholesterol metabolism,,,,2.0,,,,,,,,,2.4.99.9,SOAT11r
MMRNR01503,,Sterol O-Acyltransferase (Acyl-Coenzyme A: Cholesterol Acyltransferase) 1,cholesterol[c] + R Group 2 Coenzyme A[c] => Cholesterol Ester[c] + CoA[c],,ENSMUSG00000026600,,,,,,Cholesterol metabolism,,,,2.0,,,,,,,,,,SOAT12
MMRNR01504,,Sterol O-Acyltransferase (Acyl-Coenzyme A: Cholesterol Acyltransferase) 1,cholesterol[r] + R Group 2 Coenzyme A[r] => Cholesterol Ester[r] + CoA[r],,ENSMUSG00000026600,,,,,,Cholesterol metabolism,,,,2.0,,,,,,,,,,SOAT12r
MMRNR01505,,"Squalene Epoxidase, Endoplasmic Reticular (NADP)","H+[r] + NADPH[r] + O2[r] + Squalene[r] => H2O[r] + NADP+[r] + Squalene 2,3-Epoxide[r]",1.14.99.7,ENSMUSG00000022351,,,,,bigg.reaction/SQLEr;vmhreaction/SQLEr;metanetx.reaction/MNXR104447;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,MNXR104447,nan,nan,nan,SQLEr,,SBO:0000176,1.14.99.7,SQLEr
MMRNR01506,,Squalene Synthase,2 Farnesyl Diphosphate[r] + H+[r] + NADPH[r] => NADP+[r] + 2 PPi[r] + Squalene[r],2.5.1.21,ENSMUSG00000021273,,,,,bigg.reaction/SQLSr;vmhreaction/SQLSr;metanetx.reaction/MNXR104529;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,MNXR104529,nan,nan,nan,SQLSr,,SBO:0000176,2.5.1.21,SQLSr
MMRNR01507,,Farnesyl-Diphosphate:Farnesyl-Diphosphate Farnesyltransferase,2 Farnesyl Diphosphate[r] <=> PPi[r] + Presqualene Diphosphate[r],2.5.1.21,ENSMUSG00000021273,,,,,bigg.reaction/r0170;vmhreaction/r0170;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,r0170,,SBO:0000176,2.5.1.21,r0170
MMRNR01508,,"(S)-3-Hydroxy-3-Methylglutaryl Coenzyme A Acetoacetyl Coenzyme A-Lyase (Coa-Acetylating) Synthesis And Degradation of Ketone Bodies Valine, Leucine And Isoleucine Degradation ",CoA[p] + H+[p] + HMG-CoA[p] <=> acetoacetyl-CoA[p] + acetyl-CoA[p] + H2O[p],2.3.3.10,ENSMUSG00000027875 or ENSMUSG00000093930,,,,,kegg.reaction/R01978;vmhreaction/r0463;metanetx.reaction/MNXR100660;metanetx.reaction/MNXR107257;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,R01978,MNXR100660;MNXR107257,nan,nan,nan,nan,,SBO:0000176,2.3.3.10,r0463
MMRNR01509,,(R)-Mevalonate:NADP+ Oxidoreductase (Coa Acylating),(R)-mevalonate[c] + CoA[c] + 2 NADP+[c] <=> 2 H+[c] + HMG-CoA[c] + 2 NADPH[c],1.1.1.34,ENSMUSG00000021670,,,,,,Cholesterol metabolism,,,,2.0,,,,,,,,,1.1.1.34,r0488
MMRNR01510,,Presqualene Diphosphate:Farnesyl-Diphosphate Farnesyltransferase,H+[r] + NADPH[r] + Presqualene Diphosphate[r] <=> NADP+[r] + PPi[r] + Squalene[r],2.5.1.21,ENSMUSG00000021273,,,,,bigg.reaction/r0575;vmhreaction/r0575;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,r0575,,SBO:0000176,2.5.1.21,r0575
MMRNR01511,,"4, 4-Dimethyl-5A-Cholesta-8, 24-Dien-3B-Ol:NADP+ D14-Oxidoreductase","14-demethyllanosterol[r] + NADP+[r] <=> 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[r] + H+[r] + NADPH[r]",1.3.1.70,,,,,,vmhreaction/r0780;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,nan,,SBO:0000176,1.3.1.70,r0780
MMRNR01512,,"Lanosterol, NADPH:Oxygen Oxidoreductase (14-Methyl Cleaving)","2 H+[r] + Lanosterol[r] + 3 NADPH[r] + 3 O2[r] <=> 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[r] + formate[r] + 4 H2O[r] + 3 NADP+[r]",1.14.13.70,ENSMUSG00000001467,,,,,bigg.reaction/LNS14DMr;vmhreaction/r0781;metanetx.reaction/MNXR101115;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,MNXR101115,nan,nan,nan,LNS14DMr,,SBO:0000176,1.14.13.70,r0781
MMRNR01513,,Lanosterol D24-Reductase,"5Alpha-Cholest-7-En-3Beta-Ol[r] + NADP+[r] <=> 5Alpha-Cholesta-7,24-Dien-3Beta-Ol[r] + H+[r] + NADPH[r]",1.3.1.72,ENSMUSG00000034926,,,,,bigg.reaction/r0783;vmhreaction/r0783;metanetx.reaction/MNXR96690;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,MNXR96690,nan,nan,nan,r0783,,SBO:0000176,1.3.1.72,r0783
MMRNR01514,,Delta24-Sterol Reductase,H+[r] + NADPH[r] + zymosterol[r] <=> Cholesta-8(9)-En-3Beta-Ol[r] + NADP+[r],1.3.1.72,ENSMUSG00000034926,,,,,bigg.reaction/r1380;vmhreaction/r1380;metanetx.reaction/MNXR105284;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,MNXR105284,nan,nan,nan,r1380,,SBO:0000176,1.3.1.72,r1380
MMRNR01515,,5Alpha-Cholest-7-En-3Beta-Ol Delta7-Delta8-Isomerase,5Alpha-Cholest-7-En-3Beta-Ol[r] <=> Cholesta-8(9)-En-3Beta-Ol[r],5.3.3.5,,,,,,vmhreaction/r1381;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,nan,,SBO:0000176,5.3.3.5,r1381
MMRNR01516,,7-Dehydrocholesterol Reductase,"Cholesta-5,7,24-Trien-3Beta-Ol[n] + H+[n] + NADPH[n] <=> Desmosterol[n] + NADP+[n]",1.3.1.21,ENSMUSG00000058454,,,,,vmhreaction/RE2410N;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,nan,,SBO:0000176,1.3.1.21,RE2410N
MMRNR01517,,Delta14-Sterol Reductase,"4,4-Dimethylcholesta-8(9),14-Dien-3Beta-Ol[c] + H+[c] + NADPH[c] <=> 4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol[c] + NADP+[c]",1.3.1.70,,,,,,bigg.reaction/RE3134C;vmhreaction/RE3134C;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,RE3134C,,SBO:0000176,1.3.1.70,RE3134C
MMRNR01518,,Delta14-Sterol Reductase,"4,4-Dimethylcholesta-8(9),14-Dien-3Beta-Ol[r] + H+[r] + NADPH[r] <=> 4,4-Dimethylcholesta-8(9)-En-3Beta-Ol[r] + NADP+[r]",1.3.1.70,,,,,,bigg.reaction/RE3134R;vmhreaction/RE3134R;metanetx.reaction/MNXR103804;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,MNXR103804,nan,nan,nan,RE3134R,,SBO:0000176,1.3.1.70,RE3134R
MMRNR01519,,Cholestenol Delta-Isomerase,cholestenol[c] <=> lathosterol[c],5.3.3.5,,,,,,kegg.reaction/R03353;vmhreaction/RE3136C;metanetx.reaction/MNXR108113;metanetx.reaction/MNXR96687;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,R03353,MNXR108113;MNXR96687,nan,nan,nan,nan,,SBO:0000176,5.3.3.5,RE3136C
MMRNR01520,,"Hydrolysis of 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)","1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)[l] + H2O[l] => cholesterol[l] + gamma-linolenate[l] + H+[l]",3.1.1.13,ENSMUSG00000024781 or ENSMUSG00000056078,,,,,bigg.reaction/XOLEST183CEH;vmhreaction/XOLEST183CEH;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,XOLEST183CEH,,SBO:0000176,3.1.1.13,XOLEST183CEH
MMRNR01521,,"Hydrolysis of 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)","1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)[l] + H2O[l] => cholesterol[l] + H+[l] + linoleate[l]",3.1.1.13,ENSMUSG00000024781 or ENSMUSG00000056078,,,,,bigg.reaction/XOLEST182CEH;vmhreaction/XOLEST182CEH;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,XOLEST182CEH,,SBO:0000176,3.1.1.13,XOLEST182CEH
MMRNR01522,,"Hydrolysis of 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)","1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)[l] + H2O[l] => cholesterol[l] + cis-vaccenic acid[l] + H+[l]",3.1.1.13,ENSMUSG00000024781 or ENSMUSG00000056078,,,,,vmhreaction/XOLEST181CEH;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,nan,,SBO:0000176,3.1.1.13,XOLEST181CEH
MMRNR01523,,"Hydrolysis of 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5, 8, 11, 14, 17)","1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)[l] + H2O[l] => cholesterol[l] + EPA[l] + H+[l]",3.1.1.13,ENSMUSG00000024781 or ENSMUSG00000056078,,,,,bigg.reaction/XOLEST205CEH;vmhreaction/XOLEST205CEH;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,XOLEST205CEH,,SBO:0000176,3.1.1.13,XOLEST205CEH
MMRNR01524,,"Hydrolysis of Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5, 8, 11, 14)","Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)[l] + H2O[l] => arachidonate[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSMUSG00000024781 or ENSMUSG00000056078,,,,,vmhreaction/XOLEST204CEH;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,nan,,SBO:0000176,3.1.1.13,XOLEST204CEH
MMRNR01525,,"Hydrolysis of Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4, 7, 10, 13, 16, 19)","Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)[l] + H2O[l] => cholesterol[l] + DHA[l] + H+[l]",3.1.1.13,ENSMUSG00000024781 or ENSMUSG00000056078,,,,,bigg.reaction/XOLEST226CEH;vmhreaction/XOLEST226CEH;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,nan,nan,nan,nan,nan,XOLEST226CEH,,SBO:0000176,3.1.1.13,XOLEST226CEH
MMRNR01526,,HMR_1557,H+[c] + lathosterol[c] + NADH[c] + O2[c] => 2 H2O[c] + NAD+[c] + provitamin D3[c],1.14.21.6,,,,,,kegg.reaction/R07215;bigg.reaction/LSTO2r;vmhreaction/HMR_1557;metanetx.reaction/MNXR101245;metanetx.reaction/MNXR110903;sbo/SBO:0000176,Cholesterol metabolism,,,,2.0,R07215,MNXR101245;MNXR110903,nan,nan,nan,LSTO2r,,SBO:0000176,1.14.21.6,HMR_1557
MMRNR01527,,R_HMR_1437,acetoacetyl-CoA[c] + acetyl-CoA[c] + H2O[c] => CoA[c] + HMG-CoA[c],,ENSMUSG00000093930 or ENSMUSG00000027875,,,,,kegg.reaction/R01978;bigg.reaction/HMGCOAS;reactome/R-HSA-191323;vmhreaction/HMGCOASi;metanetx.reaction/MNXR100660;metanetx.reaction/MNXR107257;metanetx.reaction/MNXR124218;sbo/SBO:0000176,Cholesterol metabolism,,2.3.3.10,,0.0,R01978,MNXR100660;MNXR107257;MNXR124218,R-HSA-191323,nan,nan,HMGCOAS,,SBO:0000176,2.3.3.10,HMR_1437
MMRNR01528,,R_HMR_1531,H+[c] + NADPH[c] + O2[c] + provitamin D3[c] => 27alpha-hydroxy-7-dehydrocholesterol[c] + H2O[c] + NADP+[c],,ENSMUSG00000026170,,,,,vmhreaction/RE2220C;metanetx.reaction/MNXR103635;sbo/SBO:0000176,Cholesterol metabolism,,1.14.13.15,,0.0,nan,MNXR103635,nan,nan,nan,nan,,SBO:0000176,1.14.13.15,HMR_1531
MMRNR01529,,R_HMR_1570,H+[c] + NADPH[c] + zymosterol[c] => cholestenol[c] + NADP+[c],,ENSMUSG00000034926,,,,,kegg.reaction/R07498;bigg.reaction/ZYMSTR;metanetx.reaction/MNXR105284;sbo/SBO:0000176,Cholesterol metabolism,,1.3.1.72,,0.0,R07498,MNXR105284,nan,nan,nan,ZYMSTR,,SBO:0000176,1.3.1.72,HMR_1570
MMRNR01530,,R_HMR_1576,Acetoacetate[m] + ATP[m] + CoA[m] => acetoacetyl-CoA[m] + AMP[m] + PPi[m],,ENSMUSG00000029482,,,,,kegg.reaction/R01357;vmhreaction/r0321;metanetx.reaction/MNXR95136;rhea/16118;rhea/16117;sbo/SBO:0000176,Cholesterol metabolism,,6.2.1.16,,0.0,R01357,MNXR95136,nan,RHEA:16118,RHEA:16117,nan,16118; 16117,SBO:0000176,6.2.1.16,HMR_1576
MMRNR01531,,R_HMR_1577,HMG-CoA[m] => Acetoacetate[m] + acetyl-CoA[m],,ENSMUSG00000028672 or ENSMUSG00000007908,,,,,kegg.reaction/R01360;bigg.reaction/HMGLm;vmhreaction/HMGLm;metanetx.reaction/MNXR100662;metanetx.reaction/MNXR106950;sbo/SBO:0000176,Cholesterol metabolism,,4.1.3.4,,0.0,R01360,MNXR100662;MNXR106950,nan,nan,nan,HMGLm,,SBO:0000176,4.1.3.4,HMR_1577
MMRNR01532,,R_HMR_3105,acetoacetyl-CoA[p] + CoA[p] <=> 2 acetyl-CoA[p],,ENSMUSG00000023832,,,,,kegg.reaction/R00238;bigg.reaction/ACACT1x;vmhreaction/ACACT1x;metanetx.reaction/MNXR95194;rhea/21039;rhea/21036;sbo/SBO:0000176,Cholesterol metabolism,,2.3.1.9,,0.0,R00238,MNXR95194,nan,RHEA:21039,RHEA:21036,ACACT1x,21039; 21036,SBO:0000176,2.3.1.9,HMR_3105
MMRNR01533,,R_HMR_4630,2 H+[p] + HMG-CoA[p] + 2 NADPH[p] => (R)-mevalonate[p] + CoA[p] + 2 NADP+[p],,ENSMUSG00000021670,,,,,kegg.reaction/R02082;vmhreaction/HMR_4630;metanetx.reaction/MNXR107304;sbo/SBO:0000176,Cholesterol metabolism,,1.1.1.34,,0.0,R02082,MNXR107304,nan,nan,nan,nan,,SBO:0000176,1.1.1.34,HMR_4630
MMRNR01534,,R_HMR_7208,"heparan sulfate, precursor 1[g] + UDP-glucuronate[g] => heparan sulfate, precursor 2[g] + UDP[g]",,ENSMUSG00000061731 or ENSMUSG00000027198,,,,,bigg.reaction/GLCAT6g;vmhreaction/GLCAT6g;metanetx.reaction/MNXR100170;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.4.1.224;2.4.1.225,,0.0,nan,MNXR100170,nan,nan,nan,GLCAT6g,,SBO:0000176,2.4.1.224; 2.4.1.225,HMR_7208
MMRNR01535,,R_HMR_7209,"heparan sulfate, precursor 2[g] + UDP-N-acetylglucosamine[g] => heparan sulfate, precursor 3[g] + UDP[g]",,ENSMUSG00000061731 or ENSMUSG00000027198 or ENSMUSG00000028838 or ENSMUSG00000021978,,,,,bigg.reaction/GLCNACT2g;vmhreaction/GLCNACT2g;metanetx.reaction/MNXR100202;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.4.1.223;2.4.1.224;2.4.1.225,,0.0,nan,MNXR100202,nan,nan,nan,GLCNACT2g,,SBO:0000176,2.4.1.223; 2.4.1.224; 2.4.1.225,HMR_7209
MMRNR01536,,R_HMR_7210,"heparan sulfate, precursor 3[g] + UDP-glucuronate[g] => heparan sulfate, precursor 4[g] + UDP[g]",,ENSMUSG00000061731 or ENSMUSG00000027198,,,,,bigg.reaction/GLCAT7g;vmhreaction/GLCAT7g;metanetx.reaction/MNXR100171;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.4.1.224;2.4.1.225,,0.0,nan,MNXR100171,nan,nan,nan,GLCAT7g,,SBO:0000176,2.4.1.224; 2.4.1.225,HMR_7210
MMRNR01537,,R_HMR_7211,"heparan sulfate, precursor 4[g] + UDP-N-acetylglucosamine[g] => heparan sulfate, precursor 5[g] + UDP[g]",,ENSMUSG00000061731 or ENSMUSG00000027198 or ENSMUSG00000028838 or ENSMUSG00000021978,,,,,bigg.reaction/GLCNACT3g;vmhreaction/GLCNACT3g;metanetx.reaction/MNXR100203;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.4.1.223;2.4.1.224;2.4.1.225,,0.0,nan,MNXR100203,nan,nan,nan,GLCNACT3g,,SBO:0000176,2.4.1.223; 2.4.1.224; 2.4.1.225,HMR_7211
MMRNR01538,,R_HMR_7212,"heparan sulfate, precursor 5[g] + UDP-glucuronate[g] => heparan sulfate, precursor 6[g] + UDP[g]",,ENSMUSG00000061731 or ENSMUSG00000027198,,,,,bigg.reaction/GLCAT8g;vmhreaction/GLCAT8g;metanetx.reaction/MNXR100172;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.4.1.224;2.4.1.225,,0.0,nan,MNXR100172,nan,nan,nan,GLCAT8g,,SBO:0000176,2.4.1.224; 2.4.1.225,HMR_7212
MMRNR01539,,R_HMR_7213,"heparan sulfate, precursor 6[g] + UDP-N-acetylglucosamine[g] => heparan sulfate, precursor 7[g] + UDP[g]",,ENSMUSG00000061731 or ENSMUSG00000027198 or ENSMUSG00000028838 or ENSMUSG00000021978,,,,,bigg.reaction/GLCNACT4g;vmhreaction/GLCNACT4g;metanetx.reaction/MNXR100204;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.4.1.223;2.4.1.224;2.4.1.225,,0.0,nan,MNXR100204,nan,nan,nan,GLCNACT4g,,SBO:0000176,2.4.1.223; 2.4.1.224; 2.4.1.225,HMR_7213
MMRNR01540,,R_HMR_7214,"heparan sulfate, precursor 7[g] + UDP-glucuronate[g] => heparan sulfate, precursor 8[g] + UDP[g]",,ENSMUSG00000061731 or ENSMUSG00000027198,,,,,bigg.reaction/GLCAT9g;vmhreaction/GLCAT9g;metanetx.reaction/MNXR100173;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.4.1.224;2.4.1.225,,0.0,nan,MNXR100173,nan,nan,nan,GLCAT9g,,SBO:0000176,2.4.1.224; 2.4.1.225,HMR_7214
MMRNR01541,,R_HMR_7215,"heparan sulfate, precursor 8[g] + UDP-N-acetylglucosamine[g] => heparan sulfate, precursor 9[g] + UDP[g]",,ENSMUSG00000061731 or ENSMUSG00000027198 or ENSMUSG00000028838 or ENSMUSG00000021978,,,,,bigg.reaction/GLCNACT5g;vmhreaction/GLCNACT5g;metanetx.reaction/MNXR100205;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.4.1.223;2.4.1.224;2.4.1.225,,0.0,nan,MNXR100205,nan,nan,nan,GLCNACT5g,,SBO:0000176,2.4.1.223; 2.4.1.224; 2.4.1.225,HMR_7215
MMRNR01542,,R_HMR_7216,"4 H2O[g] + heparan sulfate, precursor 9[g] + 4 PAPS[g] => 4 acetate[g] + heparan sulfate, precursor 10[g] + 4 PAP[g]",,ENSMUSG00000054008 or ENSMUSG00000039308 or ENSMUSG00000027977 or ENSMUSG00000027971,,,,,bigg.reaction/GLCNACDASg;vmhreaction/GLCNACDASg;metanetx.reaction/MNXR100194;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.8.2.8,,0.0,nan,MNXR100194,nan,nan,nan,GLCNACDASg,,SBO:0000176,2.8.2.8,HMR_7216
MMRNR01543,,R_HMR_7217,"heparan sulfate, precursor 10[g] => heparan sulfate, precursor 11[g]",,ENSMUSG00000032252,,,,,kegg.reaction/R04389;bigg.reaction/GLCAE2g;vmhreaction/GLCAE2g;metanetx.reaction/MNXR100165;metanetx.reaction/MNXR108860;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,5.1.3.17,,0.0,R04389,MNXR100165;MNXR108860,nan,nan,nan,GLCAE2g,,SBO:0000176,5.1.3.17,HMR_7217
MMRNR01544,,R_HMR_7218,"heparan sulfate, precursor 11[g] + 2 PAPS[g] => heparan sulfate, precursor 12[g] + 2 PAP[g]",,ENSMUSG00000040151,,,,,bigg.reaction/S2T4g;vmhreaction/S2T4g;metanetx.reaction/MNXR104158;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.8.2,,0.0,nan,MNXR104158,nan,nan,nan,S2T4g,,SBO:0000176,2.8.2,HMR_7218
MMRNR01545,,R_HMR_7219,"heparan sulfate, precursor 12[g] + 3 PAPS[g] => heparan sulfate, precursor 13[g] + 3 PAP[g]",,ENSMUSG00000045216 or ENSMUSG00000062184 or ENSMUSG00000053465,,,,,bigg.reaction/S6T25g;vmhreaction/S6T25g;metanetx.reaction/MNXR104200;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.8.2,,0.0,nan,MNXR104200,nan,nan,nan,S6T25g,,SBO:0000176,2.8.2,HMR_7219
MMRNR01546,,R_HMR_7220,"heparan sulfate, precursor 13[g] + PAPS[g] => heparan sulfate, precursor 14[g] + PAP[g]",,ENSMUSG00000051022 or ENSMUSG00000078591 or ENSMUSG00000044499,,,,,bigg.reaction/S3T1g;vmhreaction/S3T1g;metanetx.reaction/MNXR104165;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.8.2.23,,0.0,nan,MNXR104165,nan,nan,nan,S3T1g,,SBO:0000176,2.8.2.23,HMR_7220
MMRNR01547,,R_HMR_7221,"heparan sulfate, precursor 14[g] + PAPS[g] => heparan sulfate, precursor 15[g] + PAP[g]",,ENSMUSG00000046321 or ENSMUSG00000078591 or ENSMUSG00000044499,,,,,bigg.reaction/S3T2g;vmhreaction/S3T2g;metanetx.reaction/MNXR104166;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.8.2.23;2.8.2.29,,0.0,nan,MNXR104166,nan,nan,nan,S3T2g,,SBO:0000176,2.8.2.23; 2.8.2.29,HMR_7221
MMRNR01548,,R_HMR_7222,"heparan sulfate, precursor 15[g] + PAPS[g] => heparan sulfate proteoglycan[g] + PAP[g]",,ENSMUSG00000051022 or ENSMUSG00000047759 or ENSMUSG00000070407 or ENSMUSG00000078591 or ENSMUSG00000044499 or ENSMUSG00000039628,,,,,bigg.reaction/S3T3g;vmhreaction/S3T3g;metanetx.reaction/MNXR104167;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.8.2.23;2.8.2.30,,0.0,nan,MNXR104167,nan,nan,nan,S3T3g,,SBO:0000176,2.8.2.23; 2.8.2.30,HMR_7222
MMRNR01549,,R_HMR_7490,"Chondroitin Sulfate C (GalNac6S-Glca) And D (GlcNac6S-Glca2S), Precursor 1[g] + 2 PAPS[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2[g] + 2 PAP[g]",,,,,,,bigg.reaction/S4T4g;vmhreaction/S4T4g;metanetx.reaction/MNXR104176;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,,,0.0,nan,MNXR104176,nan,nan,nan,S4T4g,,SBO:0000176,nan,HMR_7490
MMRNR01550,,R_HMR_7491,"chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))[g] + 2 PAPS[g] => Chondroitin Sulfate A (GalNac4S-Glca), B (Idoa2S-GalNac4S), And E (GalNac4,6Dis-Glca), Precursor 1[g] + 2 PAP[g]",,ENSMUSG00000034612 or ENSMUSG00000036599 or ENSMUSG00000056643 or ENSMUSG00000074916,,,,,bigg.reaction/S4T1g;vmhreaction/S4T1g;metanetx.reaction/MNXR104173;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.8.2.5;2.8.2.35,,0.0,nan,MNXR104173,nan,nan,nan,S4T1g,,SBO:0000176,2.8.2.5; 2.8.2.35,HMR_7491
MMRNR01551,,R_HMR_7492,"Chondroitin Sulfate A (GalNac4S-Glca), B (Idoa2S-GalNac4S), And E (GalNac4,6Dis-Glca), Precursor 1[g] + 2 PAPS[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2[g] + 2 PAP[g]",,ENSMUSG00000037347,,,,,bigg.reaction/S6T22g;vmhreaction/S6T22g;metanetx.reaction/MNXR104197;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.8.2.17,,0.0,nan,MNXR104197,nan,nan,nan,S6T22g,,SBO:0000176,2.8.2.17,HMR_7492
MMRNR01552,,R_HMR_7493,"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2[g] + UDP-glucuronate[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3[g] + UDP[g]",,ENSMUSG00000032997 or ENSMUSG00000038181 or ENSMUSG00000032640 or ENSMUSG00000058152,,,,,bigg.reaction/GLCAT5g;vmhreaction/GLCAT5g;metanetx.reaction/MNXR100169;sbo/SBO:0000176,Chondroitin / heparan sulfate biosynthesis,,2.4.1.175;2.4.1.226,,0.0,nan,MNXR100169,nan,nan,nan,GLCAT5g,,SBO:0000176,2.4.1.175; 2.4.1.226,HMR_7493
